EST_ID,EST_NAME,ADDRESS,Postcode,Latitude,Longitude,TEL,STATUS,REASON,EST_TYPE,EFF_DATE_FROM,EFF_DATE_TO
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Closed,Flood,SCH,03-Jan-16,
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Closed,Flood,SCH,04-Jan-16,
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Closed,Flood,SCH,05-Jan-16,
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Closed,Snow,SCH,04-Mar-16,
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Closed,Snow,SCH,27-Feb-18,
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Closed,Snow,SCH,28-Feb-18,
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Closed,Snow,SCH,01-Mar-18,
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB", HX7 6HB,53.740938,-2.0157304,01422 842784,Closed,Snow,SCH,02-Mar-18,
59,Christ Church (Pellon) CE (VC) Primary School,"Sandbeds Road, Pellon, Halifax, HX2 0QQ", HX2 0QQ,53.729228,-1.8963646,01422 350792,Closed,Snow,SCH,06-Jan-10,
59,Christ Church (Pellon) CE (VC) Primary School,"Sandbeds Road, Pellon, Halifax, HX2 0QQ", HX2 0QQ,53.729228,-1.8963646,01422 350792,Closed,Snow,SCH,02-Dec-10,
59,Christ Church (Pellon) CE (VC) Primary School,"Sandbeds Road, Pellon, Halifax, HX2 0QQ", HX2 0QQ,53.729228,-1.8963646,01422 350792,Partly closed,Industrial Action,SCH,30-Jun-11,
59,Christ Church (Pellon) CE (VC) Primary School,"Sandbeds Road, Pellon, Halifax, HX2 0QQ", HX2 0QQ,53.729228,-1.8963646,01422 350792,Closed,Industrial Action,SCH,30-Nov-11,
59,Christ Church (Pellon) CE (VC) Primary School,"Sandbeds Road, Pellon, Halifax, HX2 0QQ", HX2 0QQ,53.729228,-1.8963646,01422 350792,Closed,Snow,SCH,21-Jan-15,
59,Christ Church (Pellon) CE (VC) Primary School,"Sandbeds Road, Pellon, Halifax, HX2 0QQ", HX2 0QQ,53.729228,-1.8963646,01422 350792,Closed,Snow,SCH,04-Mar-16,04-Mar-16
59,Christ Church (Pellon) CE (VC) Primary School,"Sandbeds Road, Pellon, Halifax, HX2 0QQ", HX2 0QQ,53.729228,-1.8963646,01422 350792,Closed,Snow,SCH,01-Mar-18,
59,Christ Church (Pellon) CE (VC) Primary School,"Sandbeds Road, Pellon, Halifax, HX2 0QQ", HX2 0QQ,53.729228,-1.8963646,01422 350792,Closed,Snow,SCH,02-Mar-18,
75,Christ Church CE (VA) Junior School (Sowerby Bridge),"Park Road, Sowerby Bridge, HX6 2BJ", HX6 2BJ,53.712712,-1.9014958,01422 832454,Closed,Industrial Action,SCH,30-Nov-11,
75,Christ Church CE (VA) Junior School (Sowerby Bridge),"Park Road, Sowerby Bridge, HX6 2BJ", HX6 2BJ,53.712712,-1.9014958,01422 832454,Closed,Snow,SCH,01-Mar-18,01-Mar-18
75,Christ Church CE (VA) Junior School (Sowerby Bridge),"Park Road, Sowerby Bridge, HX6 2BJ", HX6 2BJ,53.712712,-1.9014958,01422 832454,Closed,Snow,SCH,02-Mar-18,02-Mar-18
47,Cliffe Hill Community Primary School,"Stoney Lane, Lightcliffe, Halifax, HX3 8TW", HX3 8TW,53.721166,-1.7874111,01422 202086,Closed,Snow,SCH,01-Dec-10,
47,Cliffe Hill Community Primary School,"Stoney Lane, Lightcliffe, Halifax, HX3 8TW", HX3 8TW,53.721166,-1.7874111,01422 202086,Partly closed,Strike Action,SCH,30-Nov-11,30-Nov-11
47,Cliffe Hill Community Primary School,"Stoney Lane, Lightcliffe, Halifax, HX3 8TW", HX3 8TW,53.721166,-1.7874111,01422 202086,Closed,Snow,SCH,01-Mar-18,
47,Cliffe Hill Community Primary School,"Stoney Lane, Lightcliffe, Halifax, HX3 8TW", HX3 8TW,53.721166,-1.7874111,01422 202086,Closed,Snow,SCH,02-Mar-18,
34,Colden J & I School,"Smithy Lane, Colden, Hebden Bridge, HX7 7HW", HX7 7HW,53.75262,-2.0544521,01422 842438,Closed,Snow,SCH,05-Jan-10,05-Jan-10
34,Colden J & I School,"Smithy Lane, Colden, Hebden Bridge, HX7 7HW", HX7 7HW,53.75262,-2.0544521,01422 842438,Closed,Union Strike Action,SCH,30-Nov-11,
34,Colden J & I School,"Smithy Lane, Colden, Hebden Bridge, HX7 7HW", HX7 7HW,53.75262,-2.0544521,01422 842438,Closed,Snow,SCH,22-Mar-13,
34,Colden J & I School,"Smithy Lane, Colden, Hebden Bridge, HX7 7HW", HX7 7HW,53.75262,-2.0544521,01422 842438,Closed,Snow,SCH,01-Mar-18,01-Mar-18
34,Colden J & I School,"Smithy Lane, Colden, Hebden Bridge, HX7 7HW", HX7 7HW,53.75262,-2.0544521,01422 842438,Closed,Snow,SCH,02-Mar-18,
4,Copley Primary School,"Wakefield Road, Copley, Halifax, HX3 0TP", HX3 0TP,53.699098,-1.8676304,01422 354209,Partly closed,Industrial action,SCH,30-Nov-11,30-Nov-11
43,"Cornholme J, I & N School","Greenfield Terrace, Cornholme, Todmorden, OL14 8PL", OL14 8PL,53.73208,-2.1512398,01706 812787,Closed,Snow,SCH,05-Jan-10,06-Jan-10
43,"Cornholme J, I & N School","Greenfield Terrace, Cornholme, Todmorden, OL14 8PL", OL14 8PL,53.73208,-2.1512398,01706 812787,Closed,Industrial Action,SCH,30-Nov-11,
43,"Cornholme J, I & N School","Greenfield Terrace, Cornholme, Todmorden, OL14 8PL", OL14 8PL,53.73208,-2.1512398,01706 812787,Closed,Snow,SCH,04-Mar-16,04-Mar-16
43,"Cornholme J, I & N School","Greenfield Terrace, Cornholme, Todmorden, OL14 8PL", OL14 8PL,53.73208,-2.1512398,01706 812787,Closed,Snow,SCH,28-Feb-18,28-Feb-18
43,"Cornholme J, I & N School","Greenfield Terrace, Cornholme, Todmorden, OL14 8PL", OL14 8PL,53.73208,-2.1512398,01706 812787,Closed,Snow,SCH,01-Mar-18,01-Mar-18
43,"Cornholme J, I & N School","Greenfield Terrace, Cornholme, Todmorden, OL14 8PL", OL14 8PL,53.73208,-2.1512398,01706 812787,Closed,Snow,SCH,02-Mar-18,02-Mar-18
465,Creations Community Children's Centre,"Ling Bob J, I & N School, Albert Road, Pellon, Halifax, HX2 0QD", HX2 0QD,53.727764,-1.8979748,01422 434006,Closed,Snow,OTH,01-Mar-18,01-Mar-18
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Snow,SCH,06-Jan-10,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Ice and staff injuries due to slipping,SCH,13-Jan-10,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Ice and staff injuries due to slipping,SCH,14-Jan-10,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Partly closed,Snow,SCH,01-Dec-10,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Snow,SCH,02-Dec-10,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Strike action affecting all classes,SCH,30-Jun-11,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Industrial Action,SCH,30-Nov-11,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Outbreak of illness,SCH,11-Oct-12,13-Oct-12
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Snow,SCH,21-Jan-13,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Heating/plumbing problems,SCH,27-Mar-13,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Industrial Action,SCH,01-Oct-13,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Industrial Action,SCH,10-Jul-14,10-Jul-14
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Heating/plumbing problems,SCH,12-Dec-14,12-Dec-14
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Snow,SCH,04-Mar-16,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Snow,SCH,01-Mar-18,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP", HX5 0LP,53.68069,-1.8446607,01422 372614,Closed,Snow,SCH,02-Mar-18,
5,Dean Field Community Primary School,"Cousin Lane, Ovenden, Halifax, HX2 8DQ", HX2 8DQ,53.743154,-1.8908721,01422 258258,Partly closed,Snow,SCH,11-Jan-10,
5,Dean Field Community Primary School,"Cousin Lane, Ovenden, Halifax, HX2 8DQ", HX2 8DQ,53.743154,-1.8908721,01422 258258,Closed,Snow,SCH,02-Dec-10,02-Dec-10
5,Dean Field Community Primary School,"Cousin Lane, Ovenden, Halifax, HX2 8DQ", HX2 8DQ,53.743154,-1.8908721,01422 258258,Closed,unable to open due to impact of industrial action,SCH,30-Nov-11,30-Nov-11
5,Dean Field Community Primary School,"Cousin Lane, Ovenden, Halifax, HX2 8DQ", HX2 8DQ,53.743154,-1.8908721,01422 258258,Closed,Flood,SCH,14-Sep-16,14-Sep-16
5,Dean Field Community Primary School,"Cousin Lane, Ovenden, Halifax, HX2 8DQ", HX2 8DQ,53.743154,-1.8908721,01422 258258,Closed,Snow,SCH,17-Jan-18,17-Jan-18
5,Dean Field Community Primary School,"Cousin Lane, Ovenden, Halifax, HX2 8DQ", HX2 8DQ,53.743154,-1.8908721,01422 258258,Closed,Snow,SCH,28-Feb-18,01-Mar-18
5,Dean Field Community Primary School,"Cousin Lane, Ovenden, Halifax, HX2 8DQ", HX2 8DQ,53.743154,-1.8908721,01422 258258,Closed,Snow,SCH,02-Mar-18,02-Mar-18
71,"Elland CE (VA) J, I & N School","Westgate, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373159,Closed,Snow,SCH,06-Jan-10,
71,"Elland CE (VA) J, I & N School","Westgate, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373159,Closed,Icy Road Conditions,SCH,13-Jan-10,13-Jan-10
71,"Elland CE (VA) J, I & N School","Westgate, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373159,Closed,Snow,SCH,02-Dec-10,02-Dec-10
71,"Elland CE (VA) J, I & N School","Westgate, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373159,Closed,The school will be closed to pupils due to industrial action,SCH,30-Nov-11,30-Nov-11
71,"Elland CE (VA) J, I & N School","Westgate, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373159,Closed,Due to possible industrial strike action by NUT members,SCH,26-Mar-14,26-Mar-14
71,"Elland CE (VA) J, I & N School","Westgate, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373159,Closed,No water,SCH,12-Dec-14,12-Dec-14
71,"Elland CE (VA) J, I & N School","Westgate, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373159,Closed,Snow,SCH,04-Mar-16,04-Mar-16
71,"Elland CE (VA) J, I & N School","Westgate, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373159,Closed,Snow,SCH,28-Feb-18,28-Feb-18
71,"Elland CE (VA) J, I & N School","Westgate, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373159,Closed,Snow,SCH,01-Mar-18,01-Mar-18
71,"Elland CE (VA) J, I & N School","Westgate, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373159,Closed,Snow,SCH,02-Mar-18,02-Mar-18
463,Elland Children's Centre,"Boxhall Road, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373133,Closed,Snow,OTH,01-Dec-10,
463,Elland Children's Centre,"Boxhall Road, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373133,Closed,Staff Training Day,OTH,06-Dec-10,
463,Elland Children's Centre,"Boxhall Road, Elland, HX5 0BB", HX5 0BB,53.685619,-1.840721,01422 373133,Closed,Snow,OTH,22-Mar-13,23-Mar-13
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Closed,Snow,SCH,12-Jan-10,
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Partly closed,industrial action,SCH,30-Jun-11,
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Closed,Industrial Action,SCH,30-Nov-11,
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Closed,Heating/plumbing problems,SCH,16-Jan-12,16-Jan-12
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Partly closed,Snow,SCH,21-Jan-13,
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Closed,Industrial Action,SCH,01-Oct-13,01-Oct-13
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Closed,Industrial Action,SCH,26-Mar-14,26-Mar-14
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Closed,Snow,SCH,21-Jan-15,
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Closed,Snow,SCH,29-Jan-15,
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Closed,Burst Water Main,SCH,22-Apr-15,22-Apr-15
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Closed,Snow,SCH,04-Mar-16,04-Mar-16
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Closed,Snow,SCH,01-Mar-18,
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR", OL14 5NR,53.720916,-2.1009944,01706 812412,Closed,Snow,SCH,02-Mar-18,
461,Field Lane Children's Centre,"Burnsall Road, Rastrick, Brighouse, HD6 3JT", HD6 3JT,53.69013,-1.8031191,01484 386621,Closed,Snow,OTH,01-Dec-10,01-Dec-10
49,Field Lane Primary School,"Burnsall Road, Rastrick, Brighouse, HD6 3JT", HD6 3JT,53.69013,-1.8031191,01484 713792,Closed,Snow,SCH,06-Jan-10,06-Jan-10
49,Field Lane Primary School,"Burnsall Road, Rastrick, Brighouse, HD6 3JT", HD6 3JT,53.69013,-1.8031191,01484 713792,Closed,severe black ice on roads and footpaths,SCH,13-Jan-10,13-Jan-10
49,Field Lane Primary School,"Burnsall Road, Rastrick, Brighouse, HD6 3JT", HD6 3JT,53.69013,-1.8031191,01484 713792,Closed,Industrial Action,SCH,30-Nov-11,
49,Field Lane Primary School,"Burnsall Road, Rastrick, Brighouse, HD6 3JT", HD6 3JT,53.69013,-1.8031191,01484 713792,Closed,Snow,SCH,21-Jan-13,
49,Field Lane Primary School,"Burnsall Road, Rastrick, Brighouse, HD6 3JT", HD6 3JT,53.69013,-1.8031191,01484 713792,Closed,Snow,SCH,22-Mar-13,
49,Field Lane Primary School,"Burnsall Road, Rastrick, Brighouse, HD6 3JT", HD6 3JT,53.69013,-1.8031191,01484 713792,Closed,Snow,SCH,29-Jan-15,
481,Heath Campus,"Free School Lane, Halifax, HX1 2PS", HX1 2PS,53.712476,-1.8623917,01422 392820,Closed,Snow,OTH,21-Jan-13,21-Jan-13
481,Heath Campus,"Free School Lane, Halifax, HX1 2PS", HX1 2PS,53.712476,-1.8623917,01422 392820,Closed,Snow,OTH,22-Mar-13,22-Mar-13
72,Hebden Royd CE (VA) Primary School,"Church Lane, Hebden Bridge, HX7 6DS", HX7 6DS,53.742995,-2.0245099,01422 842821,Closed,Snow,SCH,04-Jan-10,04-Jan-10
72,Hebden Royd CE (VA) Primary School,"Church Lane, Hebden Bridge, HX7 6DS", HX7 6DS,53.742995,-2.0245099,01422 842821,Closed,Snow,SCH,06-Jan-10,06-Jan-10
72,Hebden Royd CE (VA) Primary School,"Church Lane, Hebden Bridge, HX7 6DS", HX7 6DS,53.742995,-2.0245099,01422 842821,Partly closed,Strike action by NUT members 30th June 2011,SCH,30-Jun-11,30-Jun-11
72,Hebden Royd CE (VA) Primary School,"Church Lane, Hebden Bridge, HX7 6DS", HX7 6DS,53.742995,-2.0245099,01422 842821,Partly closed,Union's day of action,SCH,30-Nov-11,
72,Hebden Royd CE (VA) Primary School,"Church Lane, Hebden Bridge, HX7 6DS", HX7 6DS,53.742995,-2.0245099,01422 842821,Closed,Snow,SCH,29-Jan-15,29-Jan-15
475,Hebden Vale Children's Centre,"Stubbing Holme Road, Hebden Bridge, HX7 6AT", HX7 6AT,53.741503,-2.0198393,01422 847444,Partly closed,Snow,OTH,01-Dec-10,01-Dec-10
475,Hebden Vale Children's Centre,"Stubbing Holme Road, Hebden Bridge, HX7 6AT", HX7 6AT,53.741503,-2.0198393,01422 847444,Closed,Flood,OTH,13-Jul-12,31-Aug-12
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Snow,SCH,05-Jan-10,05-Jan-10
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Snow,SCH,13-Jan-10,13-Jan-10
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Partly closed,Snow,SCH,01-Dec-10,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Partly closed,Industrial Action,SCH,30-Jun-11,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Industrial Action,SCH,30-Nov-11,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Snow,SCH,21-Jan-13,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Snow,SCH,22-Mar-13,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Partly closed,Industrial Action ,SCH,01-Oct-13,01-Oct-13
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Partly closed,Industrial Action,SCH,26-Mar-14,27-Mar-14
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Partly closed,Industrial Action,SCH,10-Jul-14,11-Jul-14
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Snow,SCH,21-Jan-15,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Snow,SCH,29-Jan-15,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Snow,SCH,04-Mar-16,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Snow,SCH,18-Nov-16,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Snow,SCH,27-Feb-18,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Snow,SCH,28-Feb-18,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Snow,SCH,01-Mar-18,
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX", HX7 7NX,53.749745,-2.02277,01422 842533,Closed,Snow,SCH,02-Mar-18,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,05-Jan-10,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,06-Jan-10,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,07-Jan-10,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Transport difficulties due to ice and snow.,SCH,08-Jan-10,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,11-Jan-10,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,13-Jan-10,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Adverse weather,SCH,14-Jan-10,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,30-Nov-10,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,01-Dec-10,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,02-Dec-10,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Partly closed,Due to strike action,SCH,30-Jun-11,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Strike action,SCH,30-Nov-11,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,21-Jan-13,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,22-Mar-13,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,29-Jan-15,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,04-Mar-16,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,27-Feb-18,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,28-Feb-18,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,01-Mar-18,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD", HD6 3LD,53.688329,-1.8011136,01484 716319,Closed,Snow,SCH,02-Mar-18,
82,"Holy Trinity Primary School, a Church of England Academy","Savile Park Road, Halifax, HX1 2ES", HX1 2ES,53.716716,-1.868348,01422 367161,Closed,Snow,SCH,06-Jan-10,
82,"Holy Trinity Primary School, a Church of England Academy","Savile Park Road, Halifax, HX1 2ES", HX1 2ES,53.716716,-1.868348,01422 367161,Closed,Teaching staff taking authorised industrial action,SCH,30-Jun-11,
82,"Holy Trinity Primary School, a Church of England Academy","Savile Park Road, Halifax, HX1 2ES", HX1 2ES,53.716716,-1.868348,01422 367161,Closed,Industrial Action,SCH,30-Nov-11,
82,"Holy Trinity Primary School, a Church of England Academy","Savile Park Road, Halifax, HX1 2ES", HX1 2ES,53.716716,-1.868348,01422 367161,Closed,Snow,SCH,21-Jan-13,
82,"Holy Trinity Primary School, a Church of England Academy","Savile Park Road, Halifax, HX1 2ES", HX1 2ES,53.716716,-1.868348,01422 367161,Closed,Snow,SCH,01-Mar-18,
82,"Holy Trinity Primary School, a Church of England Academy","Savile Park Road, Halifax, HX1 2ES", HX1 2ES,53.716716,-1.868348,01422 367161,Closed,Snow,SCH,02-Mar-18,
27,Holywell Green Primary School,"Stainland Road, Holywell Green, Halifax, HX4 9AE", HX4 9AE,53.674268,-1.8709777,01422 374369,Closed,Snow,SCH,06-Jan-10,
27,Holywell Green Primary School,"Stainland Road, Holywell Green, Halifax, HX4 9AE", HX4 9AE,53.674268,-1.8709777,01422 374369,Partly closed,Snow,SCH,01-Dec-10,
27,Holywell Green Primary School,"Stainland Road, Holywell Green, Halifax, HX4 9AE", HX4 9AE,53.674268,-1.8709777,01422 374369,Closed,Industrial Action,SCH,30-Jun-11,30-Jun-11
27,Holywell Green Primary School,"Stainland Road, Holywell Green, Halifax, HX4 9AE", HX4 9AE,53.674268,-1.8709777,01422 374369,Closed,Industrial Action,SCH,30-Nov-11,
