EST_ID,EST_NAME,ADDRESS,TEL,STATUS,REASON,EST_TYPE,EFF_DATE_FROM,EFF_DATE_TO
79,Sacred Heart Catholic Primary School (Sowerby Bridge),"St Peter'S Avenue, Sowerby Bridge, HX6 1BL",01422 831360,Closed,Black Ice,SCH,14-Jan-10,
58,Siddal Primary School,"Backhold Lane, Siddal, Halifax, HX3 9DL",01422 354976,Closed,Ice and no gritting in Siddal,SCH,14-Jan-10,
87,"Todmorden High School, Specialist Visual Arts College","Ewood Lane, Todmorden, OL14 7DG",01706 813558,Partly closed,Snow / Icy conditions,SCH,14-Jan-10,14-Jan-10
86,Trinity Academy Sowerby Bridge,"Albert Road, Sowerby Bridge, HX6 2NW",01422 831011,Partly closed,Snow,SCH,14-Jan-10,14-Jan-10
107,Wood Bank School,"Dene View, Luddendenfoot, Halifax, HX2 6PB",01422 884170,Closed,Icy roads,SCH,14-Jan-10,
65,St Augustine's CE (VA) J & I School (Halifax),"Hanson Lane, Halifax, HX1 5PG",01422 360615,Closed,Heating/plumbing problems,SCH,22-Feb-10,
65,St Augustine's CE (VA) J & I School (Halifax),"Hanson Lane, Halifax, HX1 5PG",01422 360615,Closed,Heating/plumbing problems,SCH,23-Feb-10,
80,St Joseph's Catholic Primary School (Brighouse),"Finkil Street, Brighouse, HD6 2NT",01484 713037,Closed,Heating/plumbing problems,SCH,24-Feb-10,
18,Whitehill Community Academy 3-11,"Occupation Lane, Illingworth, Halifax, HX2 9RL",01422 244471,Closed,Main electrical supply into fuse box has blown.,SCH,06-Sep-10,
102,Lightcliffe Academy,"Stoney Lane, Lightcliffe, Halifax, HX3 8TL",01422 201028,Closed,Urgent building works,SCH,14-Oct-10,
102,Lightcliffe Academy,"Stoney Lane, Lightcliffe, Halifax, HX3 8TL",01422 201028,Partly closed,Snow,SCH,29-Nov-10,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD",01484 716319,Closed,Snow,SCH,30-Nov-10,
102,Lightcliffe Academy,"Stoney Lane, Lightcliffe, Halifax, HX3 8TL",01422 201028,Closed,Snow,SCH,30-Nov-10,
54,Mount Pellon Primary Academy,"Battinson Road, Halifax, HX1 4RG",01422 349618,Closed,Snow,SCH,30-Nov-10,30-Nov-10
12,Parkinson Lane Community Primary School,"Parkinson Lane, Halifax, HX1 3XL",01422 362227,Closed,Snow,SCH,30-Nov-10,
100,Rastrick High School,"Field Top Road, Rastrick, Brighouse, HD6 3XB",01484 710235,Closed,Snow,SCH,30-Nov-10,
108,Ravenscliffe High School and Sports College,"Skircoat Green, Halifax, HX3 0RZ",01422 358621,Closed,Transport not running due to snow and road conditions,SCH,30-Nov-10,30-Nov-10
78,St Patrick's Catholic Primary School (Elland),"Hullen Edge Road, Elland, HX5 0QY",01422 373104,Closed,Snow,SCH,30-Nov-10,
98,The North Halifax Grammar School,"Illingworth, Halifax, HX2 9SU",01422 244625,Closed,Snow,SCH,30-Nov-10,
86,Trinity Academy Sowerby Bridge,"Albert Road, Sowerby Bridge, HX6 2NW",01422 831011,Closed,Snow,SCH,30-Nov-10,30-Nov-10
107,Wood Bank School,"Dene View, Luddendenfoot, Halifax, HX2 6PB",01422 884170,Closed,Snow,SCH,30-Nov-10,30-Nov-10
1,Akroydon Primary Academy,"Rawson Street North, Boothtown Road, Halifax, HX3 6PU",01422 351291,Partly closed,Snow,SCH,01-Dec-10,
91,All Saints' CE (VA) J & I School,"Dudwell Lane, Halifax, HX3 0SD",01422 367140,Closed,Snow,SCH,01-Dec-10,
73,Barkisland CE (VA) Primary School,"Scammonden Road, Barkisland, Halifax, HX4 0BD",01422 823324,Partly closed,Snow,SCH,01-Dec-10,
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY",01484 710408,Closed,Snow,SCH,01-Dec-10,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE",01422 883034,Closed,Snow,SCH,01-Dec-10,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN",01422 883213,Closed,Snow,SCH,01-Dec-10,
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN",01422 883213,Closed,Snow,SCH,01-Dec-10,
47,Cliffe Hill Community Primary School,"Stoney Lane, Lightcliffe, Halifax, HX3 8TW",01422 202086,Closed,Snow,SCH,01-Dec-10,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP",01422 372614,Partly closed,Snow,SCH,01-Dec-10,
463,Elland Children's Centre,"Boxhall Road, Elland, HX5 0BB",01422 373133,Closed,Snow,OTH,01-Dec-10,
461,Field Lane Children's Centre,"Burnsall Road, Rastrick, Brighouse, HD6 3JT",01484 386621,Closed,Snow,OTH,01-Dec-10,01-Dec-10
475,Hebden Vale Children's Centre,"Stubbing Holme Road, Hebden Bridge, HX7 6AT",01422 847444,Partly closed,Snow,OTH,01-Dec-10,01-Dec-10
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX",01422 842533,Partly closed,Snow,SCH,01-Dec-10,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD",01484 716319,Closed,Snow,SCH,01-Dec-10,
27,Holywell Green Primary School,"Stainland Road, Holywell Green, Halifax, HX4 9AE",01422 374369,Partly closed,Snow,SCH,01-Dec-10,
7,Lee Mount Primary School,"Lee Mount Road, Halifax, HX3 5EB",01422 352856,Closed,Snow,SCH,01-Dec-10,
102,Lightcliffe Academy,"Stoney Lane, Lightcliffe, Halifax, HX3 8TL",01422 201028,Closed,Snow,SCH,01-Dec-10,
469,Little Stars Children's Centre,"Parkinson Lane, Halifax, HX1 3SL",01422 252022,Closed,Snow,OTH,01-Dec-10,
470,Little Stars Children's Centre,"Warley Road Primary School, Warley Road, Halifax, HX1 3TG",01422 252022,Closed,Snow,OTH,01-Dec-10,
64,Luddenden CE (VC) School,"Dene View, Luddendenfoot, Halifax, HX2 6PB",01422 886353,Closed,Snow,SCH,01-Dec-10,
38,Luddendenfoot Academy,"Burnley Road, Luddendenfoot, Halifax, HX2 6AU",01422 882298,Closed,Snow,SCH,01-Dec-10,
39,Midgley School,"Lane Ends, Midgley, Halifax, HX2 6TX",01422 882356,Closed,Snow,SCH,01-Dec-10,
279,Moorside Community Primary School,"Keighley Road, Ovenden, Halifax, HX2 8AP",01422 365236,Closed,Snow,SCH,01-Dec-10,01-Dec-10
46,Old Town Primary School,"Billy Lane, Wadsworth, Hebden Bridge, HX7 8RY",01422 842859,Closed,Snow,SCH,01-Dec-10,01-Dec-10
84,Park Lane Academy,"Park Lane, Exley, Halifax, HX3 9LG",01422 362215,Closed,Snow,SCH,01-Dec-10,
100,Rastrick High School,"Field Top Road, Rastrick, Brighouse, HD6 3XB",01484 710235,Closed,Snow,SCH,01-Dec-10,
108,Ravenscliffe High School and Sports College,"Skircoat Green, Halifax, HX3 0RZ",01422 358621,Closed,Transport not running due to snow and icy road conditions,SCH,01-Dec-10,01-Dec-10
36,Ripponden J & I School,"Halifax Road, Ripponden, Sowerby Bridge, HX6 4AH",01422 823362,Partly closed,Snow,SCH,01-Dec-10,
106,Ryburn Valley High School,"St Peter'S Avenue, Sowerby Bridge, HX6 1DF",01422 832070,Closed,Snow,SCH,01-Dec-10,
48,Sowerby Village CE (VC) Primary School,"St Peter'S Avenue, Sowerby, Sowerby Bridge, HX6 1HB",01422 831971,Partly closed,Snow,SCH,01-Dec-10,
93,"St John's (CE) Primary Academy, Clifton","Towngate, Clifton, Brighouse, HD6 4HP",01484 713036,Closed,Snow,SCH,01-Dec-10,01-Dec-10
74,St John's CE (VA) Primary School (Rishworth),"Godly Lane, Rishworth, Sowerby Bridge, HX6 4QR",01422 822596,Closed,Snow,SCH,01-Dec-10,
67,St Malachy's Catholic Primary School,"Furness Place, Illingworth, Halifax, HX2 8JY",01422 244628,Closed,Snow,SCH,01-Dec-10,
78,St Patrick's Catholic Primary School (Elland),"Hullen Edge Road, Elland, HX5 0QY",01422 373104,Closed,Snow,SCH,01-Dec-10,
99,The Crossley Heath School,"Savile Park, Halifax, HX3 OHG",01422 360272,Closed,Snow,SCH,01-Dec-10,01-Dec-10
88,The Halifax Academy,"Gibbet Street, Halifax, HX2 0BA",01422 301080,Closed,Snow,SCH,01-Dec-10,01-Dec-10
477,Todmorden Children's Centre,"Todmorden Community College, Burnley Road, Todmorden, OL14 7BX",01706 548140,Partly closed,Snow,OTH,01-Dec-10,01-Dec-10
87,"Todmorden High School, Specialist Visual Arts College","Ewood Lane, Todmorden, OL14 7DG",01706 813558,Closed,Snow,SCH,01-Dec-10,01-Dec-10
101,Trinity Academy Halifax,"Shay Lane, Holmfield, Halifax, HX2 9TZ",01422 244890,Closed,Snow,SCH,01-Dec-10,
86,Trinity Academy Sowerby Bridge,"Albert Road, Sowerby Bridge, HX6 2NW",01422 831011,Closed,Snow,SCH,01-Dec-10,
15,Wainstalls School,"Wainstalls, Halifax, HX2 7TE",01422 244804,Closed,Snow,SCH,01-Dec-10,
17,Warley Town School,"Dark Lane, Warley, Halifax, HX2 7SD",01422 831592,Closed,Snow,SCH,01-Dec-10,01-Dec-10
18,Whitehill Community Academy 3-11,"Occupation Lane, Illingworth, Halifax, HX2 9RL",01422 244471,Partly closed,Snow,SCH,01-Dec-10,01-Dec-10
1,Akroydon Primary Academy,"Rawson Street North, Boothtown Road, Halifax, HX3 6PU",01422 351291,Partly closed,Snow,SCH,02-Dec-10,
91,All Saints' CE (VA) J & I School,"Dudwell Lane, Halifax, HX3 0SD",01422 367140,Closed,Snow,SCH,02-Dec-10,
21,Bailiffe Bridge J & I School,"Victoria Road, Bailiff Bridge, Brighouse, HD6 4DY",01484 713039,Closed,Snow,SCH,02-Dec-10,
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN",01422 345004,Closed,Snow,SCH,02-Dec-10,
464,Boothtown Children's Centre,"Rawson J, I & N School, Rawson Street North, Boothtown, Halifax, HX3 6PU",01422 395501,Closed,Snow,OTH,02-Dec-10,
24,Bowling Green Primary School,"Stainland, Halifax, HX4 9HU",01422 374863,Closed,Snow,SCH,02-Dec-10,
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY",01484 710408,Closed,Snow,SCH,02-Dec-10,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE",01422 883034,Closed,Snow,SCH,02-Dec-10,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN",01422 883213,Closed,Snow,SCH,02-Dec-10,
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ",01706 813163,Closed,Snow,SCH,02-Dec-10,02-Dec-10
59,Christ Church (Pellon) CE (VC) Primary School,"Sandbeds Road, Pellon, Halifax, HX2 0QQ",01422 350792,Closed,Snow,SCH,02-Dec-10,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP",01422 372614,Closed,Snow,SCH,02-Dec-10,
5,Dean Field Community Primary School,"Cousin Lane, Ovenden, Halifax, HX2 8DQ",01422 258258,Closed,Snow,SCH,02-Dec-10,02-Dec-10
71,"Elland CE (VA) J, I & N School","Westgate, Elland, HX5 0BB",01422 373159,Closed,Snow,SCH,02-Dec-10,02-Dec-10
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD",01484 716319,Closed,Snow,SCH,02-Dec-10,
102,Lightcliffe Academy,"Stoney Lane, Lightcliffe, Halifax, HX3 8TL",01422 201028,Closed,Snow,SCH,02-Dec-10,
19,"Ling Bob J, I & N School","Albert Road, Pellon, Halifax, HX2 0QD",01422 434000,Closed,Snow,SCH,02-Dec-10,
470,Little Stars Children's Centre,"Warley Road Primary School, Warley Road, Halifax, HX1 3TG",01422 252022,Closed,Staff Training,OTH,02-Dec-10,03-Dec-10
64,Luddenden CE (VC) School,"Dene View, Luddendenfoot, Halifax, HX2 6PB",01422 886353,Closed,Snow,SCH,02-Dec-10,
279,Moorside Community Primary School,"Keighley Road, Ovenden, Halifax, HX2 8AP",01422 365236,Closed,Snow,SCH,02-Dec-10,
54,Mount Pellon Primary Academy,"Battinson Road, Halifax, HX1 4RG",01422 349618,Closed,Snow,SCH,02-Dec-10,02-Dec-10
40,New Road Primary School,"Sowerby New Road, Sowerby Bridge, HX6 1DY",01422 831351,Closed,Snow,SCH,02-Dec-10,02-Dec-10
46,Old Town Primary School,"Billy Lane, Wadsworth, Hebden Bridge, HX7 8RY",01422 842859,Closed,Snow,SCH,02-Dec-10,02-Dec-10
480,Pupil Referral Unit - Secondary Provision,"The Whitley Phoenix Centre, Moorbottom Road, Halifax, HX2 9SR",01422 244181,Closed,Snow,OTH,02-Dec-10,
100,Rastrick High School,"Field Top Road, Rastrick, Brighouse, HD6 3XB",01484 710235,Closed,Snow,SCH,02-Dec-10,
108,Ravenscliffe High School and Sports College,"Skircoat Green, Halifax, HX3 0RZ",01422 358621,Closed,Transport not running due to snow and icy road conditions,SCH,02-Dec-10,02-Dec-10
106,Ryburn Valley High School,"St Peter'S Avenue, Sowerby Bridge, HX6 1DF",01422 832070,Closed,Snow,SCH,02-Dec-10,
35,Shelf J & I School,"Shelf Hall Lane, Shelf, Halifax, HX3 7LT",01274 676782,Closed,Snow,SCH,02-Dec-10,02-Dec-10
48,Sowerby Village CE (VC) Primary School,"St Peter'S Avenue, Sowerby, Sowerby Bridge, HX6 1HB",01422 831971,Closed,Snow,SCH,02-Dec-10,
70,St Andrew's CE (VA) Infant School (Brighouse),"Lightcliffe Road, Brighouse, HD6 2HH",01484 714964,Closed,Snow,SCH,02-Dec-10,
69,St Andrew's CE (VA) Junior School (Brighouse),"Waterloo Road, Brighouse, HD6 2AN",01484 712895,Closed,Snow,SCH,02-Dec-10,
65,St Augustine's CE (VA) J & I School (Halifax),"Hanson Lane, Halifax, HX1 5PG",01422 360615,Closed,Snow,SCH,02-Dec-10,02-Dec-10
80,St Joseph's Catholic Primary School (Brighouse),"Finkil Street, Brighouse, HD6 2NT",01484 713037,Closed,Snow,SCH,02-Dec-10,
67,St Malachy's Catholic Primary School,"Furness Place, Illingworth, Halifax, HX2 8JY",01422 244628,Closed,Snow,SCH,02-Dec-10,
103,The Brooksbank School Sports College,"Victoria Road, Elland, HX5 OQG",01422 374791,Closed,Snow,SCH,02-Dec-10,02-Dec-10
99,The Crossley Heath School,"Savile Park, Halifax, HX3 OHG",01422 360272,Closed,Snow,SCH,02-Dec-10,02-Dec-10
88,The Halifax Academy,"Gibbet Street, Halifax, HX2 0BA",01422 301080,Closed,Snow,SCH,02-Dec-10,02-Dec-10
98,The North Halifax Grammar School,"Illingworth, Halifax, HX2 9SU",01422 244625,Closed,Snow,SCH,02-Dec-10,
87,"Todmorden High School, Specialist Visual Arts College","Ewood Lane, Todmorden, OL14 7DG",01706 813558,Partly closed,Snow,SCH,02-Dec-10,
101,Trinity Academy Halifax,"Shay Lane, Holmfield, Halifax, HX2 9TZ",01422 244890,Closed,Snow,SCH,02-Dec-10,
86,Trinity Academy Sowerby Bridge,"Albert Road, Sowerby Bridge, HX6 2NW",01422 831011,Closed,Snow,SCH,02-Dec-10,
17,Warley Town School,"Dark Lane, Warley, Halifax, HX2 7SD",01422 831592,Closed,Snow,SCH,02-Dec-10,02-Dec-10
18,Whitehill Community Academy 3-11,"Occupation Lane, Illingworth, Halifax, HX2 9RL",01422 244471,Closed,Snow,SCH,02-Dec-10,02-Dec-10
23,Withinfields Primary School,"Law Lane, Southowram, Halifax, HX3 9QJ",01422 363581,Closed,Snow,SCH,02-Dec-10,
469,Little Stars Children's Centre,"Parkinson Lane, Halifax, HX1 3SL",01422 252022,Closed,Staff Training,OTH,03-Dec-10,03-Dec-10
40,New Road Primary School,"Sowerby New Road, Sowerby Bridge, HX6 1DY",01422 831351,Closed,Snow,SCH,03-Dec-10,03-Dec-10
88,The Halifax Academy,"Gibbet Street, Halifax, HX2 0BA",01422 301080,Partly closed,Snow,SCH,03-Dec-10,03-Dec-10
463,Elland Children's Centre,"Boxhall Road, Elland, HX5 0BB",01422 373133,Closed,Staff Training Day,OTH,06-Dec-10,
78,St Patrick's Catholic Primary School (Elland),"Hullen Edge Road, Elland, HX5 0QY",01422 373104,Closed,Heating/plumbing problems,SCH,06-Dec-10,
74,St John's CE (VA) Primary School (Rishworth),"Godly Lane, Rishworth, Sowerby Bridge, HX6 4QR",01422 822596,Closed,Heating/plumbing problems,SCH,07-Dec-10,
58,Siddal Primary School,"Backhold Lane, Siddal, Halifax, HX3 9DL",01422 354976,Closed,Heating/plumbing problems,SCH,10-Dec-10,10-Dec-10
46,Old Town Primary School,"Billy Lane, Wadsworth, Hebden Bridge, HX7 8RY",01422 842859,Closed,To allow staff and families to attend the funeral for Sarah Watson,SCH,04-Jan-11,04-Jan-11
480,Pupil Referral Unit - Secondary Provision,"The Whitley Phoenix Centre, Moorbottom Road, Halifax, HX2 9SR",01422 244181,Closed,Heating/plumbing problems,OTH,04-Jan-11,05-Jan-11
102,Lightcliffe Academy,"Stoney Lane, Lightcliffe, Halifax, HX3 8TL",01422 201028,Closed,Snow,SCH,07-Jan-11,
480,Pupil Referral Unit - Secondary Provision,"The Whitley Phoenix Centre, Moorbottom Road, Halifax, HX2 9SR",01422 244181,Closed,Heating/plumbing problems,OTH,07-Jan-11,11-Jan-11
106,Ryburn Valley High School,"St Peter'S Avenue, Sowerby Bridge, HX6 1DF",01422 832070,Closed,Snow,SCH,07-Jan-11,
98,The North Halifax Grammar School,"Illingworth, Halifax, HX2 9SU",01422 244625,Closed,Snow,SCH,07-Jan-11,
101,Trinity Academy Halifax,"Shay Lane, Holmfield, Halifax, HX2 9TZ",01422 244890,Closed,Snow,SCH,07-Jan-11,
86,Trinity Academy Sowerby Bridge,"Albert Road, Sowerby Bridge, HX6 2NW",01422 831011,Closed,Snow,SCH,07-Jan-11,
70,St Andrew's CE (VA) Infant School (Brighouse),"Lightcliffe Road, Brighouse, HD6 2HH",01484 714964,Closed,Heating/plumbing problems,SCH,31-Jan-11,
20,Abbey Park Academy,"Keighley Close, Illingworth, Halifax, HX2 9DG",01422 246610,Closed,strike,SCH,30-Jun-11,
1,Akroydon Primary Academy,"Rawson Street North, Boothtown Road, Halifax, HX3 6PU",01422 351291,Closed,industrial action,SCH,30-Jun-11,30-Jun-11
56,Ash Green Community Primary School,"Mixenden Road, Mixenden, Halifax, HX2 8QD",01422 244613,Partly closed,Industrial action,SCH,30-Jun-11,
21,Bailiffe Bridge J & I School,"Victoria Road, Bailiff Bridge, Brighouse, HD6 4DY",01484 713039,Closed,Industrial action,SCH,30-Jun-11,
13,Beech Hill School,"Mount Pleasant Avenue, Halifax, HX1 5TN",01422 345004,Closed,Strike Action,SCH,30-Jun-11,30-Jun-11
3,Bradshaw Primary School,"Ingham Lane, Bradshaw, Halifax, HX2 9PF",01422 244283,Closed,Industrial Action,SCH,30-Jun-11,
104,Brighouse High School,"Finkil Street, Brighouse, HD6 2NY",01484 710408,Closed,industrial action by NUT and ATL,SCH,30-Jun-11,
28,Burnley Road Academy,"Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5DE",01422 883034,Closed,Industrial Action,SCH,30-Jun-11,
85,"Calder High School, A Specialist Technology College","Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN",01422 883213,Closed,Industrial Action,SCH,30-Jun-11,
30,Calder Primary School,"Brier Hey Lane, Mytholmroyd, Hebden Bridge, HX7 5QN",01422 883213,Closed,Teachers' Strike Action Day,SCH,30-Jun-11,
42,Castle Hill Primary School,"Halifax Road, Todmorden, OL14 5SQ",01706 813163,Partly closed,Industrial action,SCH,30-Jun-11,
29,Central Street Infant and Nursery,"Central Street, Hebden Bridge, HX7 6HB",01422 842784,Partly closed,Strike Action,SCH,30-Jun-11,30-Jun-11
59,Christ Church (Pellon) CE (VC) Primary School,"Sandbeds Road, Pellon, Halifax, HX2 0QQ",01422 350792,Partly closed,Industrial Action,SCH,30-Jun-11,
55,Cross Lane Primary & Nursery School,"Cross Lane, Elland, HX5 0LP",01422 372614,Closed,Strike action affecting all classes,SCH,30-Jun-11,
2,Ferney Lee Primary School,"Ferney Lee Road, Todmorden, OL14 5NR",01706 812412,Partly closed,industrial action,SCH,30-Jun-11,
72,Hebden Royd CE (VA) Primary School,"Church Lane, Hebden Bridge, HX7 6DS",01422 842821,Partly closed,Strike action by NUT members 30th June 2011,SCH,30-Jun-11,30-Jun-11
33,"Heptonstall J, I & N School","Smithwell Lane, Heptonstall, Hebden Bridge, HX7 7NX",01422 842533,Partly closed,Industrial Action,SCH,30-Jun-11,
109,Highbury School,"Lower Edge Road, Rastrick, Brighouse, HD6 3LD",01484 716319,Partly closed,Due to strike action,SCH,30-Jun-11,
82,"Holy Trinity Primary School, a Church of England Academy","Savile Park Road, Halifax, HX1 2ES",01422 367161,Closed,Teaching staff taking authorised industrial action,SCH,30-Jun-11,
27,Holywell Green Primary School,"Stainland Road, Holywell Green, Halifax, HX4 9AE",01422 374369,Closed,Industrial Action,SCH,30-Jun-11,30-Jun-11
7,Lee Mount Primary School,"Lee Mount Road, Halifax, HX3 5EB",01422 352856,Closed,Closed due to industrial action,SCH,30-Jun-11,30-Jun-11
102,Lightcliffe Academy,"Stoney Lane, Lightcliffe, Halifax, HX3 8TL",01422 201028,Closed,Industrial Action,SCH,30-Jun-11,
19,"Ling Bob J, I & N School","Albert Road, Pellon, Halifax, HX2 0QD",01422 434000,Partly closed,Industrial Action,SCH,30-Jun-11,30-Jun-11
97,Longroyde Primary School,"Longroyde Road, Rastrick, Brighouse, HD6 3AS",01484 715300,Partly closed,Strike Action,SCH,30-Jun-11,30-Jun-11
64,Luddenden CE (VC) School,"Dene View, Luddendenfoot, Halifax, HX2 6PB",01422 886353,Closed,Strike action,SCH,30-Jun-11,
38,Luddendenfoot Academy,"Burnley Road, Luddendenfoot, Halifax, HX2 6AU",01422 882298,Partly closed,Industrial Action,SCH,30-Jun-11,
39,Midgley School,"Lane Ends, Midgley, Halifax, HX2 6TX",01422 882356,Closed,Industrial Action by teaching staff,SCH,30-Jun-11,30-Jun-11
279,Moorside Community Primary School,"Keighley Road, Ovenden, Halifax, HX2 8AP",01422 365236,Closed,Industrial action,SCH,30-Jun-11,30-Jun-11
40,New Road Primary School,"Sowerby New Road, Sowerby Bridge, HX6 1DY",01422 831351,Partly closed,Strike Action,SCH,30-Jun-11,30-Jun-11
12,Parkinson Lane Community Primary School,"Parkinson Lane, Halifax, HX1 3XL",01422 362227,Closed,Union Strike,SCH,30-Jun-11,30-Jun-11
100,Rastrick High School,"Field Top Road, Rastrick, Brighouse, HD6 3XB",01484 710235,Partly closed,Strike action by some teacher union members,SCH,30-Jun-11,30-Jun-11
108,Ravenscliffe High School and Sports College,"Skircoat Green, Halifax, HX3 0RZ",01422 358621,Closed,Industrial Action,SCH,30-Jun-11,30-Jun-11
51,Riverside Junior School,"Holme Street, Hebden Bridge, HX7 8EE",01422 842154,Closed,Industrial Action ,SCH,30-Jun-11,30-Jun-11
106,Ryburn Valley High School,"St Peter'S Avenue, Sowerby Bridge, HX6 1DF",01422 832070,Closed,Industrial action,SCH,30-Jun-11,
79,Sacred Heart Catholic Primary School (Sowerby Bridge),"St Peter'S Avenue, Sowerby Bridge, HX6 1BL",01422 831360,Closed,Industrial Action by Teaching Staff,SCH,30-Jun-11,
14,Salterhebble J & I School,"Stafford Square, Halifax, HX3 0AU",01422 252004,Closed,Industrial Action,SCH,30-Jun-11,
6,Savile Park Primary School,"Moorfield Street, Halifax, HX1 3ER",01422 352844,Partly closed,industrial action by two teaching unions,SCH,30-Jun-11,30-Jun-11
31,Scout Road Academy,"Scout Road, Mytholmroyd, Hebden Bridge, HX7 5JR",01422 883327,Closed,Industrial Action,SCH,30-Jun-11,
58,Siddal Primary School,"Backhold Lane, Siddal, Halifax, HX3 9DL",01422 354976,Closed,Industrial Action,SCH,30-Jun-11,
48,Sowerby Village CE (VC) Primary School,"St Peter'S Avenue, Sowerby, Sowerby Bridge, HX6 1HB",01422 831971,Closed,Industrial Action,SCH,30-Jun-11,30-Jun-11
65,St Augustine's CE (VA) J & I School (Halifax),"Hanson Lane, Halifax, HX1 5PG",01422 360615,Partly closed,strike action,SCH,30-Jun-11,
96,St Chad's CE (VA) Primary School,"Upper Green Lane, Hove Edge, Brighouse, HD6 2PA",01484 712361,Closed,Industrial Action by Teaching Staff,SCH,30-Jun-11,30-Jun-11
66,St Joseph's Catholic Primary School (Halifax),"Portland Road, Halifax, HX3 6LA",01422 360646,Partly closed,Industrial Action,SCH,30-Jun-11,
67,St Malachy's Catholic Primary School,"Furness Place, Illingworth, Halifax, HX2 8JY",01422 244628,Partly closed,industrial action,SCH,30-Jun-11,
92,St Michael & All Angels CE Primary School,"Meadow Close, Greenacres, Shelf, Halifax, HX3 7QU",01274 676246,Partly closed,Partly closed due to Industrial Action,SCH,30-Jun-11,30-Jun-11
32,Stubbings Infant School,"School Street, Hebden Bridge, HX7 8BP",01422 842728,Closed,Strike Action,SCH,30-Jun-11,30-Jun-11
103,The Brooksbank School Sports College,"Victoria Road, Elland, HX5 OQG",01422 374791,Closed,Industrial Action,SCH,30-Jun-11,30-Jun-11
99,The Crossley Heath School,"Savile Park, Halifax, HX3 OHG",01422 360272,Partly closed,Industrial action,SCH,30-Jun-11,30-Jun-11
25,The Greetland Academy,"(Main School), Rochdale Road, Greetland, Halifax, HX4 8JB",01422 372893,Closed,Strike Action,SCH,30-Jun-11,30-Jun-11
88,The Halifax Academy,"Gibbet Street, Halifax, HX2 0BA",01422 301080,Closed,Industrial action,SCH,30-Jun-11,30-Jun-11
98,The North Halifax Grammar School,"Illingworth, Halifax, HX2 9SU",01422 244625,Closed,Industrial action,SCH,30-Jun-11,30-Jun-11
101,Trinity Academy Halifax,"Shay Lane, Holmfield, Halifax, HX2 9TZ",01422 244890,Partly closed,Industrial Action,SCH,30-Jun-11,30-Jun-11
86,Trinity Academy Sowerby Bridge,"Albert Road, Sowerby Bridge, HX6 2NW",01422 831011,Closed,Strike action,SCH,30-Jun-11,30-Jun-11
41,Tuel Lane Infant School,"Clay Street, Sowerby Bridge, HX6 2ND",01422 831221,Closed,Industrial action by trade unions,SCH,30-Jun-11,
15,Wainstalls School,"Wainstalls, Halifax, HX2 7TE",01422 244804,Closed,Industrial action,SCH,30-Jun-11,
16,Warley Road Primary School,"Warley Road, Halifax, HX1 3TG",01422 353724,Closed,Industrial action,SCH,30-Jun-11,30-Jun-11
95,West Vale Primary School,"Stainland Road, Greetland, Halifax, HX4 8LS",01422 372804,Closed,Strike action,SCH,30-Jun-11,30-Jun-11
107,Wood Bank School,"Dene View, Luddendenfoot, Halifax, HX2 6PB",01422 884170,Partly closed,Industrial Action,SCH,30-Jun-11,30-Jun-11
279,Moorside Community Primary School,"Keighley Road, Ovenden, Halifax, HX2 8AP",01422 365236,Closed,Urgent building works,SCH,24-Nov-11,
20,Abbey Park Academy,"Keighley Close, Illingworth, Halifax, HX2 9DG",01422 246610,Closed,Industriaql Action,SCH,30-Nov-11,
1,Akroydon Primary Academy,"Rawson Street North, Boothtown Road, Halifax, HX3 6PU",01422 351291,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
91,All Saints' CE (VA) J & I School,"Dudwell Lane, Halifax, HX3 0SD",01422 367140,Closed,Industrial Action,SCH,30-Nov-11,30-Nov-11
56,Ash Green Community Primary School,"Mixenden Road, Mixenden, Halifax, HX2 8QD",01422 244613,Closed,Industrial Action,SCH,30-Nov-11,
21,Bailiffe Bridge J & I School,"Victoria Road, Bailiff Bridge, Brighouse, HD6 4DY",01484 713039,Closed,Industrial action,SCH,30-Nov-11,
